user_id,Jackass,Meet the Parents,Star Wars Prequels,Emoji Movie,12 Angry Men,The Godfather
817,4.0,,1.0,1.0,,
818,1.0,4.0,3.0,,,
819,5.0,4.0,,,,1.0
820,3.0,,,2.0,5.0,
821,1.0,3.0,2.0,,,
822,4.0,,2.0,2.0,,
823,5.0,5.0,2.0,,,
824,,5.0,,,4.0,4.0
825,1.0,2.0,,5.0,,
826,,,,2.0,1.0,2.0
827,,,,2.0,2.0,1.0
828,5.0,5.0,,2.0,,
829,,,2.0,2.0,2.0,
830,4.0,,2.0,1.0,,
831,,,,2.0,5.0,3.0
832,,5.0,,2.0,,1.0
833,,5.0,1.0,,,4.0
834,,3.0,,1.0,5.0,
835,,5.0,2.0,,,4.0
836,4.0,,1.0,,,4.0
837,,3.0,,1.0,5.0,
838,,5.0,,2.0,,1.0
839,,,,1.0,2.0,1.0
840,4.0,,1.0,1.0,,
841,4.0,,2.0,,1.0,
842,5.0,,2.0,2.0,,
843,4.0,,,,5.0,4.0
844,,2.0,,,5.0,3.0
845,4.0,,,,3.0,1.0
846,1.0,3.0,,,,4.0
847,1.0,,,5.0,,5.0
848,,4.0,1.0,,,4.0
849,5.0,,2.0,2.0,,
850,,,1.0,1.0,,4.0
851,,,3.0,1.0,5.0,
852,,,3.0,1.0,,3.0
853,,3.0,3.0,,,3.0
854,3.0,5.0,1.0,,,
855,,2.0,3.0,1.0,,
856,1.0,3.0,,,4.0,
857,5.0,5.0,,,2.0,
858,,2.0,3.0,,4.0,
859,,3.0,,1.0,5.0,
860,,,3.0,,5.0,4.0
861,5.0,,,1.0,,1.0
862,4.0,5.0,,,,4.0
863,,3.0,2.0,1.0,,
864,1.0,,3.0,,,5.0
865,,,1.0,1.0,,3.0
866,,5.0,2.0,,,1.0
867,4.0,5.0,,,2.0,
868,,5.0,2.0,,1.0,
869,5.0,5.0,2.0,,,
870,,5.0,2.0,,2.0,
871,,5.0,,,2.0,1.0
872,2.0,,4.0,,5.0,
873,5.0,5.0,,,,1.0
874,1.0,,,2.0,,4.0
875,,4.0,,1.0,,3.0
876,,5.0,,,5.0,4.0
877,4.0,5.0,1.0,,,
878,,3.0,,,5.0,4.0
879,2.0,,2.0,,,4.0
880,,,,3.0,2.0,1.0
881,,,,1.0,4.0,4.0
882,1.0,3.0,,,4.0,
883,,3.0,4.0,2.0,,
884,5.0,5.0,,,2.0,
885,,,2.0,2.0,4.0,
886,4.0,5.0,1.0,,,
887,,5.0,,,1.0,1.0
888,,,,1.0,2.0,1.0
889,,4.0,,1.0,,4.0
890,,4.0,2.0,,3.0,
891,,,,2.0,5.0,4.0
892,1.0,2.0,,,5.0,
893,,,2.0,,1.0,1.0
894,,5.0,2.0,,2.0,
895,5.0,,,2.0,,1.0
896,1.0,,4.0,,5.0,
897,,5.0,1.0,,,4.0
898,1.0,3.0,,1.0,,
899,5.0,,3.0,2.0,,
900,5.0,5.0,1.0,,,
901,,5.0,,2.0,3.0,
902,1.0,,,,5.0,4.0
903,4.0,5.0,,,1.0,
904,5.0,,,3.0,,1.0
905,5.0,5.0,,,3.0,
906,,3.0,3.0,1.0,,
907,,,,3.0,2.0,1.0
908,,,,2.0,5.0,4.0
909,4.0,,,1.0,,4.0
910,,4.0,,,5.0,4.0
911,5.0,5.0,,,,1.0
912,1.0,,,,5.0,5.0
913,,3.0,,1.0,5.0,
914,,,2.0,1.0,,1.0
915,,3.0,,,4.0,4.0
916,1.0,1.0,,,1.0,
917,4.0,5.0,,,5.0,
918,5.0,,,2.0,,1.0
919,4.0,,2.0,,2.0,
920,,5.0,,2.0,,1.0
921,,,1.0,2.0,5.0,
922,5.0,5.0,3.0,,,
923,,3.0,3.0,,,3.0
924,,,,1.0,5.0,3.0
925,,4.0,,,3.0,3.0
926,,,2.0,2.0,2.0,
927,,,1.0,1.0,5.0,
928,5.0,,2.0,2.0,,
929,,5.0,,1.0,,4.0
930,5.0,5.0,3.0,,,
931,,,1.0,,5.0,4.0
932,4.0,5.0,,,5.0,
933,,5.0,2.0,,3.0,
934,,,2.0,2.0,,1.0
935,5.0,5.0,2.0,,,
936,4.0,,1.0,,,1.0
937,,5.0,,1.0,,4.0
938,5.0,,3.0,2.0,,
939,,,,2.0,4.0,1.0
940,,,1.0,1.0,,4.0
941,,5.0,,2.0,1.0,
942,,5.0,,,1.0,1.0
943,3.0,5.0,,,5.0,
944,,,1.0,1.0,5.0,
945,,4.0,1.0,,5.0,
946,,5.0,1.0,2.0,,
947,,,1.0,2.0,,4.0
948,,5.0,1.0,,5.0,
949,,2.0,3.0,,,3.0
950,,3.0,,1.0,,4.0
951,3.0,5.0,,,5.0,
952,1.0,3.0,,,5.0,
953,1.0,,,,1.0,4.0
954,,,3.0,2.0,5.0,
955,5.0,,1.0,,,4.0
956,,3.0,4.0,,5.0,
957,,,2.0,2.0,1.0,
958,,,3.0,2.0,,1.0
959,4.0,,2.0,,5.0,
960,,3.0,,,5.0,4.0
961,,2.0,,1.0,5.0,
962,1.0,,,1.0,,4.0
963,,3.0,3.0,,5.0,
964,,2.0,4.0,,5.0,
965,4.0,5.0,,,,4.0
966,,5.0,,,5.0,5.0
967,,5.0,1.0,2.0,,
968,,,4.0,1.0,5.0,
969,,,1.0,,5.0,4.0
970,,5.0,,1.0,,3.0
971,1.0,,,1.0,5.0,
972,1.0,3.0,,,5.0,
973,,5.0,1.0,,,3.0
974,,,3.0,1.0,5.0,
975,,2.0,3.0,,,4.0
976,5.0,5.0,,,,1.0
977,,5.0,2.0,,,1.0
978,,3.0,3.0,,,4.0
979,1.0,,3.0,1.0,,
980,,3.0,3.0,,5.0,
981,,5.0,,,2.0,3.0
982,4.0,,,1.0,5.0,
983,,5.0,2.0,,2.0,
984,,5.0,1.0,,5.0,
985,,5.0,,,5.0,4.0
986,5.0,5.0,,2.0,,
987,,5.0,,,2.0,1.0
988,1.0,3.0,3.0,,,
989,3.0,,,,5.0,3.0
990,,3.0,,1.0,,3.0
991,5.0,4.0,,,2.0,
992,4.0,5.0,,,,3.0
993,,5.0,,1.0,5.0,
994,5.0,5.0,1.0,,,
995,5.0,,2.0,,,1.0
996,,5.0,1.0,2.0,,
997,,5.0,,,3.0,1.0
998,,3.0,3.0,,5.0,
999,,,,2.0,2.0,1.0
1000,,,1.0,1.0,5.0,
1001,,,2.0,2.0,2.0,
1002,,,4.0,1.0,,4.0
1003,,,3.0,,5.0,3.0
1004,,5.0,2.0,1.0,,
1005,,,1.0,,5.0,5.0
1006,4.0,,1.0,,,4.0
1007,,,2.0,1.0,5.0,
1008,4.0,,,,5.0,3.0
1009,4.0,5.0,,,5.0,
1010,,3.0,2.0,,5.0,
1011,1.0,,,1.0,,4.0
1012,,,3.0,1.0,,3.0
1013,4.0,5.0,,,,3.0
1014,,5.0,,1.0,,4.0
1015,,,2.0,2.0,,1.0
1016,5.0,5.0,,2.0,,
1017,4.0,5.0,,,1.0,
1018,,,1.0,,5.0,4.0
1019,5.0,,2.0,2.0,,
1020,,,,1.0,5.0,4.0
1021,5.0,5.0,2.0,,,
1022,4.0,,1.0,,,4.0
1023,1.0,,2.0,1.0,,
1024,,,,1.0,5.0,4.0
1025,3.0,,1.0,,,4.0
1026,1.0,2.0,3.0,,,
1027,5.0,,,2.0,2.0,
1028,1.0,,,2.0,,4.0
1029,2.0,,,1.0,5.0,
1030,,,,1.0,2.0,1.0
1031,,5.0,,,5.0,5.0
1032,,5.0,,2.0,2.0,
1033,,,2.0,,2.0,1.0
1034,,5.0,,2.0,5.0,
1035,5.0,4.0,,,,4.0
1036,5.0,,,2.0,,1.0
1037,5.0,,,2.0,1.0,
1038,,3.0,4.0,,,3.0
1039,,5.0,1.0,,,4.0
1040,,4.0,,2.0,2.0,
1041,,,4.0,1.0,5.0,
1042,,,2.0,,1.0,1.0
1043,,,1.0,1.0,4.0,
1044,,2.0,,2.0,,4.0
1045,1.0,3.0,3.0,,,
1046,2.0,,,,5.0,4.0
1047,,3.0,,,5.0,4.0
1048,,,1.0,1.0,,5.0
1049,,3.0,,,5.0,4.0
1050,3.0,,,2.0,,4.0
1051,,5.0,,,5.0,4.0
1052,5.0,5.0,,,2.0,
1053,,5.0,2.0,,5.0,
1054,1.0,2.0,4.0,,,
1055,,5.0,,1.0,5.0,
1056,1.0,3.0,,,5.0,
1057,1.0,2.0,,1.0,,
1058,,5.0,1.0,1.0,,
1059,,5.0,,1.0,5.0,
1060,,5.0,2.0,,1.0,
1061,4.0,4.0,,1.0,,
1062,4.0,5.0,,,5.0,
1063,1.0,,,,4.0,3.0
1064,5.0,,3.0,,,1.0
1065,3.0,,1.0,1.0,,
1066,3.0,,1.0,,,4.0
1067,,,1.0,1.0,,4.0
1068,,5.0,1.0,,,4.0
1069,,5.0,2.0,,,5.0
1070,5.0,,3.0,2.0,,
1071,,,2.0,,5.0,4.0
1072,,5.0,,2.0,2.0,
1073,2.0,3.0,3.0,,,
1074,1.0,3.0,,1.0,,
1075,,3.0,3.0,,,5.0
1076,5.0,5.0,,,,5.0
1077,1.0,,3.0,,,3.0
1078,,5.0,,2.0,,1.0
1079,1.0,3.0,3.0,,,
1080,,4.0,3.0,,5.0,
1081,,3.0,,,5.0,4.0
1082,,5.0,,,2.0,1.0
1083,,3.0,,,5.0,4.0
1084,,5.0,,,5.0,4.0
1085,5.0,5.0,,,2.0,
1086,5.0,5.0,2.0,,,
1087,4.0,5.0,1.0,,,
1088,2.0,4.0,,,,4.0
1089,1.0,,3.0,,,3.0
1090,4.0,,,1.0,4.0,
1091,,,1.0,,2.0,1.0
1092,,3.0,3.0,,5.0,
1093,5.0,5.0,2.0,,,
1094,,,1.0,1.0,,4.0
1095,,5.0,1.0,1.0,,
1096,5.0,,,2.0,1.0,
1097,,5.0,2.0,,,1.0
1098,1.0,,3.0,,4.0,
1099,5.0,,2.0,,4.0,
1100,,,1.0,1.0,,4.0
1101,5.0,,,2.0,2.0,
1102,,5.0,,1.0,,1.0
1103,5.0,,,,5.0,4.0
1104,,,2.0,2.0,2.0,
1105,5.0,,,2.0,3.0,
1106,4.0,,,1.0,5.0,
1107,,5.0,3.0,,,1.0
1108,4.0,,1.0,1.0,,
1109,5.0,,2.0,,4.0,
1110,,,1.0,,5.0,3.0
1111,2.0,2.0,3.0,,,
1112,4.0,,,,5.0,4.0
1113,,3.0,,,5.0,3.0
1114,,5.0,,3.0,,1.0
1115,,,3.0,5.0,1.0,
1116,,,2.0,3.0,2.0,
1117,4.0,,1.0,1.0,,
1118,2.0,,3.0,,,4.0
1119,,5.0,1.0,1.0,,
1120,,3.0,,1.0,,4.0
1121,3.0,,,1.0,5.0,
1122,,5.0,,,2.0,1.0
1123,,,3.0,,5.0,4.0
1124,,3.0,,1.0,4.0,
1125,,3.0,3.0,,5.0,
1126,,5.0,2.0,,,1.0
1127,,5.0,,1.0,5.0,
1128,1.0,3.0,3.0,,,
1129,5.0,5.0,2.0,,,
1130,,5.0,1.0,,5.0,
1131,2.0,3.0,,1.0,,
1132,,4.0,,,2.0,1.0
1133,,,1.0,1.0,4.0,
1134,1.0,,3.0,,5.0,
1135,,3.0,3.0,,5.0,
1136,,4.0,,1.0,,4.0
1137,,,1.0,,5.0,4.0
1138,1.0,,,1.0,5.0,
1139,,4.0,2.0,,5.0,
1140,,,2.0,,2.0,1.0
1141,1.0,,,1.0,5.0,
1142,,5.0,,2.0,2.0,
1143,,5.0,2.0,,,1.0
1144,4.0,5.0,,3.0,,
1145,,,2.0,2.0,,4.0
1146,,5.0,,2.0,,2.0
1147,1.0,3.0,,2.0,,
1148,,5.0,,,5.0,5.0
1149,,,2.0,2.0,1.0,
1150,5.0,5.0,,,,1.0
1151,3.0,5.0,1.0,,,
1152,,3.0,4.0,,,3.0
1153,4.0,5.0,,,5.0,
1154,4.0,,,1.0,,5.0
1155,,5.0,2.0,,,1.0
1156,4.0,5.0,,,5.0,
1157,,3.0,,,5.0,5.0
1158,2.0,2.0,,,2.0,
1159,,,,3.0,3.0,1.0
1160,,3.0,,,5.0,4.0
1161,1.0,4.0,,1.0,,
1162,3.0,,1.0,,,4.0
1163,5.0,,2.0,,,1.0
1164,5.0,,,2.0,,1.0
1165,4.0,5.0,,,,4.0
1166,,5.0,1.0,1.0,,
1167,5.0,5.0,2.0,,,
1168,5.0,5.0,,,1.0,
1169,,,2.0,,2.0,1.0
1170,,2.0,,,5.0,3.0
1171,,4.0,1.0,,3.0,
1172,5.0,4.0,,,4.0,
1173,4.0,5.0,,,5.0,
1174,4.0,,,1.0,5.0,
1175,,,1.0,,5.0,4.0
1176,,5.0,,1.0,4.0,
1177,,,,2.0,2.0,2.0
1178,3.0,5.0,,1.0,,
1179,,5.0,3.0,1.0,,
1180,,,2.0,1.0,,1.0
1181,,,,1.0,5.0,4.0
1182,,,1.0,,5.0,4.0
1183,,5.0,,3.0,1.0,
1184,,3.0,,1.0,,4.0
1185,,5.0,3.0,3.0,,
1186,4.0,5.0,,1.0,,
1187,,5.0,,1.0,,1.0
1188,4.0,,,1.0,5.0,
1189,,,1.0,1.0,,4.0
1190,,5.0,1.0,,,4.0
1191,4.0,5.0,,,,4.0
1192,,5.0,1.0,,5.0,
1193,,,2.0,,2.0,1.0
1194,3.0,4.0,2.0,,,
1195,,5.0,,1.0,,4.0
1196,,,,1.0,5.0,4.0
1197,5.0,,,,2.0,1.0
1198,,,2.0,,2.0,2.0
1199,4.0,5.0,,1.0,,
1200,5.0,5.0,,,1.0,
1201,,,1.0,1.0,,1.0
1202,,3.0,2.0,,4.0,
1203,1.0,3.0,2.0,,,
1204,,,2.0,,4.0,4.0
1205,5.0,,,3.0,1.0,
1206,5.0,,3.0,3.0,,
1207,,4.0,,1.0,,5.0
1208,4.0,5.0,,,,2.0
1209,3.0,5.0,,,5.0,
1210,,,,1.0,5.0,4.0
1211,,3.0,2.0,,,4.0
1212,,5.0,,2.0,,4.0
1213,3.0,,,,5.0,5.0
1214,,4.0,1.0,,,5.0
1215,5.0,5.0,2.0,,,
1216,2.0,,4.0,,,3.0
1217,,,2.0,2.0,,2.0
1218,5.0,,,2.0,2.0,
1219,,5.0,3.0,,,1.0
1220,,2.0,2.0,,1.0,
1221,4.0,5.0,1.0,,,
1222,5.0,,2.0,,2.0,
1223,,,2.0,,2.0,1.0
1224,,3.0,3.0,,,4.0
1225,,,1.0,1.0,5.0,
1226,,5.0,2.0,,,1.0
1227,,,3.0,1.0,,4.0
1228,4.0,5.0,,,,2.0
1229,,4.0,,1.0,,3.0
1230,,5.0,,1.0,,5.0
1231,4.0,,1.0,2.0,,
1232,4.0,,,1.0,,4.0
1233,,5.0,,2.0,,1.0
1234,5.0,5.0,,2.0,,
1235,,5.0,,1.0,5.0,
1236,,,,1.0,5.0,4.0
1237,3.0,5.0,,,,5.0
1238,1.0,3.0,,1.0,,
1239,4.0,5.0,,,,5.0
1240,5.0,,2.0,2.0,,
1241,,,,2.0,2.0,1.0
1242,,,1.0,2.0,,1.0
1243,,5.0,,,3.0,1.0
1244,,,2.0,2.0,,1.0
1245,1.0,,,,4.0,4.0
1246,,5.0,1.0,,5.0,
1247,4.0,,,1.0,,4.0
1248,5.0,5.0,,,2.0,
1249,1.0,,,1.0,,5.0
1250,,,,2.0,2.0,2.0
1251,5.0,,,,3.0,2.0
1252,5.0,,2.0,,,1.0
1253,5.0,,,,3.0,1.0
1254,4.0,,,,5.0,4.0
1255,,4.0,,1.0,4.0,
1256,,,,1.0,5.0,4.0
1257,,,3.0,1.0,4.0,
1258,5.0,5.0,,,,5.0
1259,5.0,,2.0,,2.0,
1260,,5.0,1.0,,,2.0
1261,4.0,5.0,1.0,,,
1262,,,,1.0,5.0,4.0
1263,,,2.0,1.0,,4.0
1264,,5.0,,,5.0,5.0
1265,1.0,,,,5.0,3.0
1266,2.0,,1.0,,1.0,
1267,1.0,,,1.0,,4.0
1268,,,1.0,1.0,,4.0
1269,,5.0,2.0,,,1.0
1270,4.0,4.0,,,,4.0
1271,,4.0,1.0,,5.0,
1272,,4.0,,1.0,2.0,
1273,,5.0,,1.0,5.0,
1274,,4.0,,,2.0,2.0
1275,5.0,,,,3.0,1.0
1276,,,,5.0,1.0,5.0
1277,,,1.0,1.0,5.0,
1278,,,1.0,2.0,3.0,
1279,4.0,5.0,,1.0,,
1280,,5.0,,,5.0,5.0
1281,1.0,,,2.0,5.0,
1282,3.0,,1.0,,4.0,
1283,,4.0,3.0,,5.0,
1284,,5.0,2.0,,5.0,
1285,,,,1.0,5.0,4.0
1286,,,3.0,1.0,5.0,
1287,5.0,,,,2.0,1.0
1288,,,,1.0,5.0,3.0
1289,,,,2.0,3.0,2.0
1290,5.0,4.0,2.0,,,
1291,1.0,,,,5.0,3.0
1292,,,,2.0,2.0,1.0
1293,4.0,5.0,,1.0,,
1294,5.0,,,1.0,2.0,
1295,,5.0,,1.0,3.0,
1296,,5.0,,2.0,,1.0
1297,4.0,,,3.0,5.0,
1298,5.0,,2.0,,2.0,
1299,,5.0,1.0,,5.0,
1300,,,2.0,,2.0,1.0
1301,,5.0,1.0,,5.0,
1302,4.0,5.0,,,,1.0
1303,5.0,,,,5.0,4.0
1304,,5.0,1.0,3.0,,
1305,,4.0,4.0,,,4.0
1306,,,,1.0,5.0,4.0
1307,5.0,5.0,2.0,,,
1308,3.0,5.0,,,5.0,
1309,5.0,,1.0,,4.0,
1310,5.0,,,2.0,,1.0
1311,1.0,2.0,,,,5.0
1312,2.0,,2.0,,5.0,
1313,4.0,5.0,,,,1.0
1314,1.0,,,,5.0,4.0
1315,5.0,,,2.0,,1.0
1316,,5.0,,,5.0,4.0
1317,,5.0,,,2.0,1.0
1318,,5.0,,1.0,5.0,
1319,2.0,,3.0,,5.0,
1320,1.0,3.0,,,,4.0
1321,1.0,3.0,,1.0,,
1322,,,,2.0,5.0,5.0
1323,,5.0,2.0,,1.0,
1324,,3.0,,1.0,,4.0
1325,5.0,5.0,,,,1.0
1326,,3.0,3.0,,5.0,
1327,5.0,,2.0,1.0,,
1328,4.0,,2.0,,1.0,
1329,,5.0,2.0,,,4.0
1330,,,3.0,,5.0,4.0
1331,,,,2.0,2.0,1.0
1332,1.0,,,1.0,5.0,
1333,5.0,,,2.0,,4.0
1334,,3.0,3.0,,5.0,
1335,1.0,,2.0,1.0,,
1336,5.0,,2.0,,2.0,
1337,,5.0,,2.0,,1.0
1338,,5.0,,,5.0,4.0
1339,,3.0,,1.0,,4.0
1340,4.0,5.0,2.0,,,
1341,,,3.0,2.0,,1.0
1342,,5.0,1.0,1.0,,
1343,5.0,,2.0,,2.0,
1344,3.0,5.0,,1.0,,
1345,,5.0,,,5.0,4.0
1346,2.0,,3.0,1.0,,
1347,,,2.0,1.0,5.0,
1348,1.0,,,,5.0,4.0
1349,,5.0,3.0,,3.0,
1350,4.0,5.0,,1.0,,
1351,4.0,,,2.0,5.0,
1352,,2.0,3.0,,1.0,
1353,,5.0,2.0,,,1.0
1354,1.0,,3.0,2.0,,
1355,5.0,5.0,,2.0,,
1356,,,,1.0,5.0,4.0
1357,,,2.0,,2.0,1.0
1358,5.0,5.0,,,,1.0
1359,,5.0,1.0,2.0,,
1360,3.0,5.0,,,4.0,
1361,,,2.0,1.0,,1.0
1362,,4.0,2.0,,,1.0
1363,1.0,,4.0,,,4.0
1364,3.0,,,,4.0,4.0
1365,,,1.0,1.0,,2.0
1366,,5.0,2.0,,,2.0
1367,,2.0,,,5.0,4.0
1368,2.0,4.0,,1.0,,
1369,,,,3.0,3.0,2.0
1370,,,3.0,1.0,5.0,
1371,,,,1.0,5.0,4.0
1372,,5.0,1.0,1.0,,
1373,1.0,3.0,,,,5.0
1374,,,,2.0,2.0,1.0
1375,1.0,,,,4.0,4.0
1376,1.0,,3.0,5.0,,
1377,4.0,,1.0,,5.0,
1378,4.0,5.0,,2.0,,
1379,,,,3.0,2.0,1.0
1380,,,3.0,5.0,1.0,
1381,1.0,3.0,,,,4.0
1382,4.0,,1.0,,,5.0
1383,3.0,,1.0,,5.0,
1384,1.0,3.0,,,5.0,
1385,,,,2.0,1.0,1.0
1386,,,1.0,2.0,,3.0
1387,3.0,,1.0,,,4.0
1388,1.0,3.0,,,,4.0
1389,,5.0,2.0,2.0,,
1390,,4.0,,1.0,,4.0
1391,,5.0,,2.0,2.0,
1392,,,3.0,,5.0,4.0
1393,,5.0,,,5.0,4.0
1394,,,1.0,,5.0,4.0
1395,4.0,4.0,1.0,,,
1396,3.0,,,,5.0,4.0
1397,1.0,4.0,,,5.0,
1398,,5.0,1.0,,5.0,
1399,1.0,,4.0,,,5.0
1400,1.0,4.0,3.0,,,
1401,,5.0,,3.0,2.0,
1402,4.0,,2.0,,3.0,
1403,,3.0,,1.0,4.0,
1404,1.0,3.0,,2.0,,
1405,1.0,,,1.0,,4.0
1406,1.0,,,1.0,,3.0
1407,,,2.0,,1.0,2.0
1408,,,,1.0,5.0,4.0
1409,,3.0,3.0,1.0,,
1410,1.0,,2.0,1.0,,
1411,4.0,,,,4.0,5.0
1412,,,1.0,1.0,,4.0
1413,,5.0,,,5.0,3.0
1414,,5.0,2.0,2.0,,
1415,,,2.0,2.0,2.0,
1416,1.0,,,1.0,5.0,
1417,1.0,2.0,3.0,,,
1418,,,3.0,2.0,,4.0
1419,4.0,,,1.0,,4.0
1420,1.0,3.0,,,5.0,
1421,,5.0,1.0,,2.0,
1422,1.0,3.0,,,,3.0
1423,,3.0,,,4.0,4.0
1424,5.0,,3.0,2.0,,
1425,,4.0,,1.0,5.0,
1426,,5.0,2.0,,2.0,
1427,,4.0,,3.0,,1.0
1428,5.0,,,2.0,3.0,
1429,,5.0,1.0,1.0,,
1430,4.0,5.0,,,,4.0
1431,5.0,5.0,,,2.0,
1432,,,3.0,1.0,,5.0
1433,4.0,,,1.0,5.0,
1434,,3.0,,1.0,,4.0
1435,,5.0,1.0,,,4.0
1436,5.0,,,1.0,,1.0
1437,,5.0,,,5.0,4.0
1438,,3.0,3.0,1.0,,
1439,,5.0,,,3.0,1.0
1440,,5.0,,,5.0,4.0
1441,1.0,,3.0,,5.0,
1442,,,3.0,,5.0,4.0
1443,5.0,,2.0,,5.0,
1444,,3.0,4.0,,,5.0
1445,,5.0,1.0,,5.0,
1446,4.0,5.0,,,5.0,
1447,,5.0,,2.0,2.0,
1448,,,1.0,2.0,,4.0
1449,4.0,5.0,,1.0,,
1450,,3.0,2.0,2.0,,
1451,1.0,,,1.0,5.0,
1452,1.0,,3.0,,,4.0
1453,4.0,,1.0,1.0,,
1454,1.0,,,,5.0,4.0
1455,5.0,5.0,3.0,,,
1456,,3.0,,1.0,5.0,
1457,5.0,,,2.0,,1.0
1458,,5.0,,2.0,,4.0
1459,,,3.0,,5.0,5.0
1460,,,,1.0,5.0,4.0
1461,5.0,,,2.0,,1.0
1462,,,2.0,1.0,2.0,
1463,,,,1.0,5.0,4.0
1464,4.0,5.0,1.0,,,
1465,3.0,5.0,,1.0,,
1466,1.0,,2.0,,5.0,
1467,3.0,5.0,1.0,,,
1468,,4.0,3.0,,,1.0
1469,,,3.0,1.0,,4.0
1470,,,2.0,2.0,,1.0
1471,,,1.0,2.0,,4.0
1472,4.0,5.0,1.0,,,
1473,,5.0,,,2.0,1.0
1474,4.0,,,1.0,5.0,
1475,5.0,,1.0,,4.0,
1476,1.0,3.0,,,5.0,
1477,4.0,4.0,,,4.0,
1478,2.0,2.0,3.0,,,
1479,5.0,4.0,,2.0,,
1480,,,,1.0,5.0,3.0
1481,5.0,,2.0,,,1.0
1482,1.0,3.0,,,,5.0
1483,,,2.0,,2.0,1.0
1484,4.0,5.0,,,5.0,
1485,,,,1.0,5.0,4.0
1486,,3.0,,,5.0,4.0
1487,,5.0,,1.0,,4.0
1488,1.0,3.0,3.0,,,
1489,,,,1.0,5.0,4.0
1490,4.0,,,1.0,,5.0
1491,1.0,,4.0,1.0,,
1492,1.0,3.0,,,4.0,
1493,5.0,5.0,,,,1.0
1494,,,,1.0,5.0,4.0
1495,,,2.0,,1.0,1.0
1496,,3.0,4.0,,,4.0
1497,1.0,,,1.0,,3.0
1498,4.0,,1.0,,,4.0
1499,4.0,,,1.0,,3.0
1500,5.0,5.0,,,,1.0
1501,5.0,,,1.0,2.0,
1502,4.0,,1.0,,,3.0
1503,3.0,,1.0,,5.0,
1504,4.0,,,1.0,5.0,
1505,,,2.0,1.0,,4.0
1506,5.0,,,1.0,1.0,
1507,5.0,,,2.0,2.0,
1508,,,2.0,1.0,,4.0
1509,,,2.0,3.0,2.0,
1510,5.0,,2.0,2.0,,
1511,,3.0,,2.0,,4.0
1512,1.0,3.0,,,5.0,
1513,,,2.0,2.0,2.0,
1514,5.0,,1.0,,5.0,
1515,3.0,,1.0,,,4.0
1516,,,1.0,,5.0,4.0
1517,,,3.0,1.0,,4.0
1518,1.0,2.0,3.0,,,
1519,,3.0,4.0,,,5.0
1520,1.0,,3.0,,1.0,
1521,,,2.0,1.0,,1.0
1522,,,3.0,1.0,5.0,
1523,5.0,,2.0,,,1.0
1524,5.0,,,2.0,,2.0
1525,2.0,,2.0,,4.0,
1526,2.0,,,1.0,5.0,
1527,3.0,5.0,,,,4.0
1528,5.0,5.0,,,2.0,
1529,1.0,,,,5.0,4.0
1530,,5.0,2.0,2.0,,
1531,1.0,3.0,,,,3.0
1532,,5.0,,1.0,5.0,
1533,,,,1.0,5.0,3.0
1534,,5.0,,,5.0,4.0
1535,,,1.0,1.0,,1.0
1536,3.0,,,1.0,4.0,
1537,,5.0,,1.0,5.0,
1538,,4.0,1.0,,5.0,
1539,3.0,5.0,,1.0,,
1540,,5.0,,2.0,2.0,
1541,,2.0,3.0,,2.0,
1542,,,3.0,,4.0,4.0
1543,,4.0,,1.0,,1.0
1544,4.0,5.0,,,4.0,
1545,4.0,,1.0,,5.0,
1546,,,2.0,,2.0,1.0
1547,5.0,4.0,1.0,,,
1548,1.0,,3.0,1.0,,
1549,,1.0,,5.0,1.0,
1550,,5.0,,2.0,2.0,
1551,5.0,,2.0,1.0,,
1552,,3.0,3.0,,,4.0
1553,5.0,,,,2.0,1.0
1554,,,2.0,,2.0,1.0
1555,,5.0,,1.0,,4.0
1556,1.0,3.0,3.0,,,
1557,4.0,,,1.0,5.0,
1558,,,,1.0,5.0,4.0
1559,1.0,,,1.0,,4.0
1560,,,2.0,2.0,,2.0
1561,1.0,,,1.0,,5.0
1562,4.0,4.0,1.0,,,
1563,,5.0,,1.0,,4.0
1564,1.0,3.0,4.0,,,
1565,,4.0,2.0,,5.0,
1566,5.0,5.0,,,,1.0
1567,4.0,,,2.0,,2.0
1568,,5.0,1.0,,,4.0
1569,,5.0,,,2.0,1.0
1570,,,4.0,,5.0,4.0
1571,,3.0,3.0,1.0,,
1572,,,3.0,,4.0,4.0
1573,1.0,,,,5.0,4.0
1574,5.0,,,,3.0,1.0
1575,,5.0,,2.0,,1.0
1576,,,3.0,1.0,4.0,
1577,5.0,,2.0,,2.0,
1578,,,2.0,,4.0,4.0
1579,,,2.0,3.0,,1.0
1580,,3.0,3.0,,5.0,
1581,,,1.0,1.0,5.0,
1582,5.0,5.0,,,,1.0
1583,,2.0,3.0,,5.0,
1584,1.0,,3.0,,,5.0
1585,4.0,,,,5.0,3.0
1586,,5.0,,,2.0,1.0
1587,1.0,,,,5.0,5.0
1588,3.0,,2.0,,5.0,
1589,,,2.0,,5.0,4.0
1590,5.0,,,,2.0,1.0
1591,,3.0,4.0,,5.0,
1592,,2.0,2.0,,,5.0
1593,4.0,,,1.0,,4.0
1594,,4.0,2.0,,5.0,
1595,5.0,,2.0,,2.0,
1596,1.0,,3.0,,4.0,
1597,5.0,,,,2.0,1.0
1598,,5.0,,1.0,1.0,
1599,1.0,3.0,,1.0,,
1600,5.0,,,1.0,,1.0
1601,,5.0,,3.0,,1.0
